id,Amount Due,Closed,Currency,Customer,Date (UTC),Due Date (UTC),Ending Balance,Forgiven,Paid,Paid At (UTC),Marked Uncollectible At (UTC),Voided At (UTC),Finalized At (UTC),Minimum Line Item Period Start (UTC),Maximum Line Item Period End (UTC),Period Start (UTC),Period End (UTC),Starting Balance,Subscription,Subtotal,Total Discount Amount,Applied Coupons,Tax,Tax Percent,Total,Amount Paid,Status,Exclusive Tax Amount,Inclusive Tax Amount
in_1QgkA4AFeGZf0UoO8lYRosLp,"78,00",TRUE,eur,cus_Nq1rt0X3YE7qva,2025-01-13 9:42,,"0,00",FALSE,TRUE,2025-02-01 13:42,,,2025-01-13 10:42,2025-01-13 9:41,2025-02-13 9:41,2024-12-13 9:41,2025-01-13 9:41,"0,00",sub_1NITjKAFeGZf0UoORoLuRo99,"78,00","0,00",,,,"78,00","78,00",paid,,
in_1Qgk31AFeGZf0UoOHPIn13rc,"39,00",TRUE,usd,cus_QcMVOUEyH7ufuQ,2025-01-13 9:35,,"0,00",FALSE,TRUE,2025-01-13 10:36,,,2025-01-13 10:36,2025-01-13 9:34,2025-02-13 9:34,2024-12-13 9:34,2025-01-13 9:34,"0,00",sub_1PyVtTAFeGZf0UoOBONCaxMj,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1Qgk1bAFeGZf0UoODL2hmMYH,"39,00",TRUE,eur,cus_R2eARLqwwCuRGM,2025-01-13 9:33,,"0,00",FALSE,TRUE,2025-01-13 9:33,,,2025-01-13 9:33,2025-01-13 9:33,2025-02-13 9:33,2025-01-13 9:33,2025-01-13 9:33,"0,00",sub_1Qgk1bAFeGZf0UoOMC0AB6b4,"39,00","0,00",,,19,"39,00","39,00",paid,,
in_1QgjynAFeGZf0UoOsJzev0Lo,"62,40",TRUE,eur,cus_QPsXlvp5joK51L,2025-01-13 9:30,,"0,00",FALSE,TRUE,2025-01-13 9:31,,,2025-01-13 9:30,2025-01-13 9:30,2025-02-13 9:30,2025-01-13 9:30,2025-01-13 9:30,"0,00",sub_1QgjynAFeGZf0UoOmr7dDWPL,"78,00","15,60",Jan20,,25,"62,40","62,40",paid,,
in_1Qgjt7AFeGZf0UoOwiXITZme,"37,05",TRUE,eur,cus_QsolcdsCZ3wAKv,2025-01-13 9:24,,"0,00",FALSE,TRUE,2025-01-13 9:32,,,2025-01-13 9:24,2025-01-13 9:24,2025-02-13 9:24,2025-01-13 9:24,2025-01-13 9:24,"0,00",sub_1Qgjt7AFeGZf0UoOND1HU7Il,"39,00","1,95",XFSURFE5,,27,"37,05","37,05",paid,,
in_1QgjszAFeGZf0UoOJ8JSgSuw,"175,00",TRUE,eur,cus_KfLP8Z7euZMuue,2025-01-13 9:24,,"0,00",FALSE,TRUE,2025-01-16 1:09,,,2025-01-13 10:25,2025-01-13 9:24,2025-02-13 9:24,2024-12-13 9:24,2025-01-13 9:24,"0,00",sub_1K6AldAFeGZf0UoOTMv0xLNd,"175,00","0,00",,,19,"175,00","175,00",paid,,
in_1QgjqdAFeGZf0UoOFUsmIrf9,"0,00",TRUE,eur,cus_Ma9fLB8zD0nVqN,2025-01-13 9:22,,"-9,53",FALSE,TRUE,2025-01-13 10:23,,,2025-01-13 10:23,2025-01-13 9:21,2025-02-13 9:21,2024-12-13 9:21,2025-01-13 9:21,"-9,53",sub_1MEUgMAFeGZf0UoOrr3lsGCF,"0,00","0,00",,"0,00",21,"0,00","0,00",paid,"0,00","0,00"
in_1QgjpfAFeGZf0UoOOCkfEr4c,"39,00",TRUE,eur,cus_R2vom8AD607JpW,2025-01-13 9:21,,"0,00",FALSE,TRUE,2025-01-13 10:22,,,2025-01-13 10:22,2025-01-13 9:21,2025-02-13 9:21,2024-12-13 9:21,2025-01-13 9:21,"0,00",sub_1QKclBAFeGZf0UoOTMPN33r3,"39,00","0,00",,,21,"39,00","39,00",paid,,
in_1QgjjlAFeGZf0UoO3czNhBjN,"44,09",TRUE,eur,cus_Q53glKcIbKuKL0,2025-01-13 9:15,,"0,00",FALSE,TRUE,2025-01-13 10:15,,,2025-01-13 10:15,2025-01-13 9:14,2025-02-13 9:14,2024-12-13 9:14,2025-01-13 9:14,"0,00",sub_1PFuy4AFeGZf0UoOjdSqYTjB,"39,00","1,95",JWSURFE5,"7,04",19,"44,09","44,09",paid,"7,04","0,00"
in_1QgjeuAFeGZf0UoOZnNWyynp,"79,00",TRUE,eur,cus_PRfdTJcLfnZNMd,2025-01-13 9:10,,"0,00",FALSE,TRUE,2025-01-13 10:10,,,2025-01-13 10:10,2025-01-13 9:09,2025-02-13 9:09,2024-12-13 9:09,2025-01-13 9:09,"0,00",sub_1OjHzUAFeGZf0UoON0Uq4qUP,"79,00","0,00",,,,"79,00","79,00",paid,,
in_1QgjaGAFeGZf0UoOGTMLunuB,"78,00",TRUE,usd,cus_OsKV3iHKpdEV5K,2025-01-13 9:05,2025-01-15 9:04,"0,00",FALSE,TRUE,2025-01-30 2:44,,,2025-01-13 10:06,2025-01-13 9:04,2025-02-13 9:04,2024-12-13 9:04,2025-01-13 9:04,"0,00",sub_1QKcUxAFeGZf0UoOnWmhAbZI,"78,00","0,00",,,,"78,00","78,00",paid,,
in_1QgjVVAFeGZf0UoOQFnl7Y9X,"0,00",TRUE,eur,cus_MOZID2BnL7WC2M,2025-01-13 9:00,,"-21,37",FALSE,TRUE,2025-01-13 10:00,,,2025-01-13 10:00,2025-01-13 8:59,2025-02-13 8:59,2024-12-13 8:59,2025-01-13 8:59,"-21,37",sub_1LhUy0AFeGZf0UoOBeb7EREk,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1QgjSUAFeGZf0UoOlcMwBoxY,"0,00",TRUE,eur,cus_LayT14AOLv9kET,2025-01-13 8:57,,"-2,69",FALSE,TRUE,2025-01-13 9:57,,,2025-01-13 9:57,2025-01-13 8:56,2025-02-13 8:56,2024-12-13 8:56,2025-01-13 8:56,"-2,69",sub_1KyuIXAFeGZf0UoOQhpxcwBF,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1QgjRyAFeGZf0UoOb7lkzr5y,"78,00",TRUE,eur,cus_QME9BURlMfte3n,2025-01-13 8:56,,"0,00",FALSE,TRUE,2025-01-13 9:57,,,2025-01-13 9:57,2025-01-13 8:56,2025-02-13 8:56,2024-12-13 8:56,2025-01-13 8:56,"0,00",sub_1PnGWLAFeGZf0UoOpgcr5h7L,"78,00","0,00",,,,"78,00","78,00",paid,,
in_1QgjHGAFeGZf0UoOko0hBxYj,"39,00",TRUE,usd,cus_RCnieaecBv6W4v,2025-01-13 8:45,,"0,00",FALSE,TRUE,2025-01-13 10:03,,,2025-01-13 9:46,2025-01-13 8:44,2025-02-13 8:44,2024-12-13 8:44,2025-01-13 8:44,"0,00",sub_1QKcBwAFeGZf0UoOHI3luFNF,"39,00","0,00",,,20,"39,00","39,00",paid,,
in_1QgjEKAFeGZf0UoOnIYmCxDF,"39,00",TRUE,eur,cus_QMeqOMpBp4kvCm,2025-01-13 8:42,,"0,00",FALSE,TRUE,2025-01-13 9:43,,,2025-01-13 9:43,2025-01-13 8:42,2025-02-13 8:42,2024-12-13 8:42,2025-01-13 8:42,"0,00",sub_1PyV4tAFeGZf0UoOAE0t0Kec,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1Qgj72AFeGZf0UoOfQOmkAX1,"348,00",TRUE,eur,cus_RIdTBfutYQEw1p,2025-01-13 8:35,,"0,00",FALSE,TRUE,2025-01-13 9:24,,,2025-01-13 8:35,2025-01-13 8:35,2026-01-13 8:35,2025-01-13 8:35,2025-01-13 8:35,"0,00",sub_1Qgj72AFeGZf0UoO9LpKmkBW,"348,00","0,00",,,25,"348,00","348,00",paid,,
in_1QgixpAFeGZf0UoOGz7jIhqJ,"0,00",TRUE,eur,cus_KcjahDaxJs85L6,2025-01-13 8:25,,"-3,19",FALSE,TRUE,2025-01-13 9:26,,,2025-01-13 9:26,2025-01-13 8:24,2026-01-13 8:24,2024-01-13 8:24,2025-01-13 8:24,"-3,19",sub_1KHObyAFeGZf0UoO8IoFYM5H,"0,00","0,00",,"0,00",19,"0,00","0,00",paid,"0,00","0,00"
in_1QgixPAFeGZf0UoOaEmC7quO,"39,00",TRUE,eur,cus_QKgIQthq76eo0i,2025-01-13 8:25,,"0,00",FALSE,TRUE,2025-01-13 9:26,,,2025-01-13 9:26,2025-01-13 8:24,2025-02-13 8:24,2024-12-13 8:24,2025-01-13 8:24,"0,00",sub_1PnG1kAFeGZf0UoOoWg7hBBI,"39,00","0,00",,,20,"39,00","39,00",paid,,
in_1QgiwuAFeGZf0UoOLI1leRa1,"0,00",TRUE,eur,cus_M0X7kVjlLzoiVO,2025-01-13 8:24,,"-8,61",FALSE,TRUE,2025-01-13 9:25,,,2025-01-13 9:25,2025-01-13 8:23,2025-02-13 8:23,2024-12-13 8:23,2025-01-13 8:23,"-8,61",sub_1LL0rLAFeGZf0UoONy2mMQ0d,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1QgiuxAFeGZf0UoOvvT50Ojo,"92,82",TRUE,eur,cus_RMxNU9uo888ocW,2025-01-13 8:22,,"0,00",FALSE,TRUE,2025-01-13 9:23,,,2025-01-13 9:23,2025-01-13 8:21,2025-02-13 8:21,2024-12-13 8:21,2025-01-13 8:21,"0,00",sub_1QVU7xAFeGZf0UoOMOTNJBga,"78,00","0,00",,"14,82",19,"92,82","92,82",paid,"14,82","0,00"
in_1QgiYLAFeGZf0UoOraCYoaGm,"276,00",TRUE,eur,cus_LvgmNiL9Z9GXen,2025-01-13 7:59,,"0,00",FALSE,TRUE,2025-01-13 9:00,,,2025-01-13 9:00,2025-01-13 7:58,2025-02-13 7:58,2024-12-13 7:58,2025-01-13 7:58,"0,00",sub_1LL0TGAFeGZf0UoOffqZEW8r,"276,00","0,00",,,27,"276,00","276,00",paid,,
in_1QgiXKAFeGZf0UoODl1hh13B,"78,00",FALSE,eur,cus_Qm7VIVUDAuyQWM,2025-01-13 7:58,2025-01-15 7:58,"0,00",FALSE,FALSE,,,,2025-01-13 8:59,2025-01-13 7:58,2025-02-13 7:58,2024-12-13 7:58,2025-01-13 7:58,"0,00",sub_1PyUOKAFeGZf0UoO4McdwfxZ,"78,00","0,00",,,,"78,00","0,00",open,,
in_1QgiJiAFeGZf0UoOqQ6BtOb9,"78,00",TRUE,eur,cus_Nf6nlV5msOzf4P,2025-01-13 7:44,,"0,00",FALSE,TRUE,2025-01-13 8:44,,,2025-01-13 8:44,2025-01-13 7:43,2025-02-13 7:43,2024-12-13 7:43,2025-01-13 7:43,"0,00",sub_1OBuo6AFeGZf0UoOlGfzt4gB,"78,00","0,00",,,,"78,00","78,00",paid,,
in_1QgiFAAFeGZf0UoOG0wf1GJC,"39,00",TRUE,usd,cus_Jq4VjaSfdEqcpU,2025-01-13 7:39,,"0,00",FALSE,TRUE,2025-01-13 8:39,,,2025-01-13 8:39,2025-01-13 7:38,2025-02-13 7:38,2024-12-13 7:38,2025-01-13 7:38,"0,00",sub_JqMwvNgkzxfpJa,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QghLVAFeGZf0UoORJ7whdSF,"0,00",TRUE,eur,cus_NYl4gsYKO8i7KY,2025-01-13 6:41,,"-0,76",FALSE,TRUE,2025-01-13 7:42,,,2025-01-13 7:42,2025-01-13 6:41,2025-02-13 6:41,2024-12-13 6:41,2025-01-13 6:41,"-0,76",sub_1MwJqmAFeGZf0UoOVoDPnGjl,"0,00","0,00",,,27,"0,00","0,00",paid,,
in_1QghHzAFeGZf0UoOK36ffCkf,"35,00",TRUE,eur,cus_MVaRIku1JwPNn5,2025-01-13 6:38,,"0,00",FALSE,TRUE,2025-01-13 7:38,,,2025-01-13 7:38,2025-01-13 6:38,2025-02-13 6:38,2024-12-13 6:38,2025-01-13 6:38,"0,00",sub_1MES83AFeGZf0UoOMhWY7wla,"35,00","0,00",,,19,"35,00","35,00",paid,,
in_1QgfUBAFeGZf0UoOwemULViE,"1774,80",FALSE,eur,cus_PldN9RT3iteHFC,2025-01-13 4:42,2025-01-20 4:42,"0,00",FALSE,FALSE,,,,2025-01-13 4:43,2025-01-13 4:42,2026-01-13 4:42,2025-01-13 4:42,2025-01-13 4:42,"0,00",sub_1QgfUBAFeGZf0UoOnLplyOhs,"2088,00","313,20",XiRademD,,,"1774,80","0,00",open,,
in_1Qgf6KAFeGZf0UoOvesj8PCt,"613,87",TRUE,usd,cus_Pt5qUGLjT87RTU,2025-01-13 4:18,,"0,00",FALSE,TRUE,2025-01-13 4:18,,,2025-01-13 4:18,2025-01-13 4:18,2025-05-17 15:47,2024-05-17 15:47,2025-01-13 4:18,"0,00",sub_1PHT0eAFeGZf0UoOVgepakeU,"613,87","0,00",,,,"613,87","613,87",paid,,
in_1QgeGYAFeGZf0UoOqBj1cNdY,"93,60",TRUE,eur,cus_R6pTST51Fb2bGP,2025-01-13 3:24,,"0,00",FALSE,TRUE,2025-01-13 4:24,,,2025-01-13 4:24,2025-01-13 3:24,2025-02-13 3:24,2024-12-13 3:24,2025-01-13 3:24,"0,00",sub_1QKXBUAFeGZf0UoOlEd0aRoY,"78,00","0,00",,"15,60",20,"93,60","93,60",paid,"15,60","0,00"
in_1QgdbXAFeGZf0UoORdg5UzJX,"0,00",TRUE,usd,cus_MJMTTFJxExhmH7,2025-01-13 2:42,,"-16,03",FALSE,TRUE,2025-01-13 3:43,,,2025-01-13 3:43,2025-01-13 2:42,2025-02-13 2:42,2024-12-13 2:42,2025-01-13 2:42,"-16,03",sub_1LhP4WAFeGZf0UoOux5k43yg,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1QgcYGAFeGZf0UoOENPNFj8k,"39,00",TRUE,usd,cus_PhAmiI4k6CvwmI,2025-01-13 1:34,,"0,00",FALSE,TRUE,2025-01-13 2:35,,,2025-01-13 2:35,2025-01-13 1:34,2025-02-13 1:34,2024-12-13 1:34,2025-01-13 1:34,"0,00",sub_1QVNm1AFeGZf0UoOjVz8csaX,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QgcJPAFeGZf0UoO7Hr5WCVd,"39,00",TRUE,usd,cus_RWwewBGk4GaiVB,2025-01-13 1:19,,"0,00",FALSE,TRUE,2025-01-13 1:19,,,2025-01-13 1:19,2025-01-13 1:19,2025-02-13 1:19,2025-01-13 1:19,2025-01-13 1:19,"0,00",sub_1QgcJPAFeGZf0UoOue8JKT0Y,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1Qgc8PAFeGZf0UoOkuhTC4OF,"348,00",TRUE,usd,cus_KxC3T7TWcKY2z7,2025-01-13 1:08,,"0,00",FALSE,TRUE,2025-01-13 2:08,,,2025-01-13 2:08,2025-01-13 1:07,2026-01-13 1:07,2024-01-13 1:07,2025-01-13 1:07,"0,00",sub_1KHHmTAFeGZf0UoOppFW2MMS,"348,00","0,00",,,,"348,00","348,00",paid,,
in_1QgbSuAFeGZf0UoOC2bH9QQA,"0,00",TRUE,eur,cus_Pbp6w7S79froP9,2025-01-13 0:25,,"-13,88",FALSE,TRUE,2025-01-13 1:25,,,2025-01-13 1:25,2025-01-13 0:24,2025-02-13 0:24,2024-12-13 0:24,2025-01-13 0:24,"-13,88",sub_1OtfcJAFeGZf0UoOwRpdk3GM,"0,00","0,00",DCLJ10SPECIAL,,,"0,00","0,00",paid,,
in_1QgbRcAFeGZf0UoOfwLhJh9m,"0,00",TRUE,eur,cus_NVvMebDv6zNX6D,2025-01-13 0:23,,"-27,68",FALSE,TRUE,2025-01-13 1:24,,,2025-01-13 1:24,2025-01-13 0:23,2025-02-13 0:23,2024-12-13 0:23,2025-01-13 0:23,"-27,68",sub_1MkzAcAFeGZf0UoOktrxgvHz,"0,00","0,00",,,20,"0,00","0,00",paid,,
in_1QgbGpAFeGZf0UoOkSzRh17I,"16,23",TRUE,eur,cus_NGQgVRHGQ8bEbD,2025-01-13 0:12,,"0,00",FALSE,TRUE,2025-01-13 0:12,,,2025-01-13 0:12,2025-01-13 0:12,2025-01-27 9:09,2024-12-27 9:09,2025-01-13 0:12,"0,00",sub_1NNXuIAFeGZf0UoObRBQzpnp,"16,23","0,00",,,,"16,23","16,23",paid,,
in_1QgbDYAFeGZf0UoOz2sZP85d,"39,00",TRUE,usd,cus_RHPwIm9JJoQaNP,2025-01-13 0:09,,"0,00",FALSE,TRUE,2025-01-13 1:09,,,2025-01-13 1:09,2025-01-13 0:03,2025-02-13 0:03,2024-12-13 0:03,2025-01-13 0:03,"0,00",sub_1QVMMFAFeGZf0UoOs8WyHNr1,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1Qga7vAFeGZf0UoOX5yLpUl2,"0,00",TRUE,usd,cus_OvHiAc2PBE6GuP,2025-01-12 22:59,,"-42,72",FALSE,TRUE,2025-01-12 23:59,,,2025-01-12 23:59,2025-01-12 22:58,2025-02-12 22:58,2024-12-12 22:58,2025-01-12 22:58,"-42,72",sub_1OBmbqAFeGZf0UoO4dTRDApa,"0,00","0,00",,,27,"0,00","0,00",paid,,
in_1QgZT6AFeGZf0UoOn7U6EM1M,"37,11",TRUE,usd,cus_QJJcvVEPwzfusI,2025-01-12 22:17,,"0,00",FALSE,TRUE,2025-01-12 23:17,,,2025-01-12 23:17,2025-01-12 22:17,2025-02-12 22:17,2024-12-12 22:17,2025-01-12 22:17,"-199,89",sub_1PYAZUAFeGZf0UoOCLfkYzfN,"237,00","0,00",,,,"237,00","37,11",paid,,
in_1QgZBNAFeGZf0UoObN7TqjVj,"0,00",TRUE,eur,cus_JNZwVtmWWZ2zc6,2025-01-12 21:58,,"-15,72",FALSE,TRUE,2025-01-12 22:59,,,2025-01-12 22:59,2025-01-12 21:58,2025-02-12 21:58,2024-12-12 21:58,2025-01-12 21:58,"-15,72",sub_JTMowTau9AWCm2,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1QgYxbAFeGZf0UoOhHFB3Scn,"158,00",TRUE,usd,cus_OUhNpobhWJhCrH,2025-01-12 21:44,,"0,00",FALSE,TRUE,2025-01-12 22:45,,,2025-01-12 22:45,2025-01-12 21:44,2025-02-12 21:44,2024-12-12 21:44,2025-01-12 21:44,"0,00",sub_1NpeNQAFeGZf0UoO6WdFociT,"158,00","0,00",,,,"158,00","158,00",paid,,
in_1QgYvUAFeGZf0UoODisralab,"158,00",TRUE,usd,cus_NzqmwDpDyF7jNd,2025-01-12 21:42,,"0,00",FALSE,TRUE,2025-01-12 22:43,,,2025-01-12 22:43,2025-01-12 21:41,2025-02-12 21:41,2024-12-12 21:41,2025-01-12 21:41,"0,00",sub_1NTAmxAFeGZf0UoOWIMro808,"158,00","0,00",,,,"158,00","158,00",paid,,
in_1QgYqbAFeGZf0UoOcr9IPMH4,"33,15",TRUE,usd,cus_QE3pz4bxLKSxjE,2025-01-12 21:37,,"0,00",FALSE,TRUE,2025-01-12 22:38,,,2025-01-12 22:38,2025-01-12 21:37,2025-02-12 21:37,2024-12-12 21:37,2025-01-12 21:37,"0,00",sub_1PQyrEAFeGZf0UoOIFigpIBg,"39,00","5,85",PD15OFF,,,"33,15","33,15",paid,,
in_1QgYnLAFeGZf0UoOIoHO4RA9,"0,00",TRUE,usd,cus_KrnY0Yy86wwvti,2025-01-12 21:34,,"-26,82",FALSE,TRUE,2025-01-12 22:35,,,2025-01-12 22:35,2025-01-12 21:33,2025-02-12 21:33,2024-12-12 21:33,2025-01-12 21:33,"-26,82",sub_1KHERRAFeGZf0UoO9uG3wtF5,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1QgYQrAFeGZf0UoO7cH4a0qZ,"79,00",TRUE,usd,cus_Jf6DUedLlxpKVb,2025-01-12 21:10,,"0,00",FALSE,TRUE,2025-01-12 22:11,,,2025-01-12 22:11,2025-01-12 21:10,2025-02-12 21:10,2024-12-12 21:10,2025-01-12 21:10,"0,00",sub_1PyKHsAFeGZf0UoO336w4fW1,"79,00","0,00",,,,"79,00","79,00",paid,,
in_1QgYMuAFeGZf0UoOeNSk49xe,"278,40",TRUE,eur,cus_PAH8M4Cw3CqNij,2025-01-12 21:06,,"0,00",FALSE,TRUE,2025-01-15 1:09,,,2025-01-12 21:06,2025-01-12 21:06,2026-01-12 21:06,2025-01-12 21:06,2025-01-12 21:06,"0,00",sub_1QgYMuAFeGZf0UoOY3NNxf2B,"348,00","69,60",Jan20,,21,"278,40","278,40",paid,,
in_1QgYIzAFeGZf0UoO3XkBIBR8,"0,00",TRUE,eur,cus_PBKECpm4bTObcL,2025-01-12 21:02,,"-43,70",FALSE,TRUE,2025-01-12 22:03,,,2025-01-12 22:03,2025-01-12 21:02,2025-02-12 21:02,2024-12-12 21:02,2025-01-12 21:02,"-43,70",sub_1OXrrzAFeGZf0UoOGMdY5OV0,"0,00","0,00",,"0,00",22,"0,00","0,00",paid,"0,00","0,00"
in_1QgY7RAFeGZf0UoOSfOXjEsv,"0,00",TRUE,usd,cus_N4ZNPk8LT4yE1p,2025-01-12 20:50,,"-10,61",FALSE,TRUE,2025-01-12 21:51,,,2025-01-12 21:51,2025-01-12 20:50,2026-01-12 20:50,2024-01-12 20:50,2025-01-12 20:50,"-10,61",sub_1MPXjXAFeGZf0UoO1rpROukD,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1QgXppAFeGZf0UoOecO5YFOF,"96,00",TRUE,eur,cus_KFDk8JT1EarRnk,2025-01-12 20:32,,"0,00",FALSE,TRUE,2025-01-12 21:33,,,2025-01-12 21:33,2025-01-12 20:31,2025-02-12 20:31,2024-12-12 20:31,2025-01-12 20:31,"0,00",sub_1JjrdXAFeGZf0UoONk6xg64g,"80,00","0,00",,"16,00",20,"96,00","96,00",paid,"16,00","0,00"
in_1QgXD0AFeGZf0UoOn67FHQRv,"39,00",TRUE,usd,cus_Lv1i7d78o8F0Zq,2025-01-12 19:52,,"0,00",FALSE,TRUE,2025-01-12 20:52,,,2025-01-12 20:52,2025-01-12 19:52,2025-02-12 19:52,2024-12-12 19:52,2025-01-12 19:52,"0,00",sub_1LKp8DAFeGZf0UoOx2rXSFsv,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QgX7DAFeGZf0UoOaePURFZs,"0,00",TRUE,eur,cus_NRfmKRdqk9LFes,2025-01-12 19:46,,"-214,02",FALSE,TRUE,2025-01-12 20:47,,,2025-01-12 20:47,2025-01-12 19:45,2025-02-12 19:45,2024-12-12 19:45,2025-01-12 19:45,"-214,02",sub_1MkQfYAFeGZf0UoOVHIZXVYE,"0,00","0,00",,"0,00",20,"0,00","0,00",paid,"0,00","0,00"
in_1QgX6NAFeGZf0UoOYVgsHWzB,"0,00",TRUE,usd,cus_IEOxEUtSbJBjln,2025-01-12 19:45,,"-482,98",FALSE,TRUE,2025-01-12 20:45,,,2025-01-12 20:45,2025-01-12 19:44,2026-01-12 19:44,2024-01-12 19:44,2025-01-12 19:44,"-482,98",sub_IkNYg0tek73fqL,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1QgX2oAFeGZf0UoOYetPn1gT,"79,00",TRUE,usd,cus_RCS0HEwN35bT7m,2025-01-12 19:41,,"0,00",FALSE,TRUE,2025-01-12 20:42,,,2025-01-12 20:42,2025-01-12 19:41,2025-02-12 19:41,2024-12-12 19:41,2025-01-12 19:41,"0,00",sub_1QKPxbAFeGZf0UoOBs97BwQ3,"79,00","0,00",,,,"79,00","79,00",paid,,
in_1QgX0NAFeGZf0UoOq9yc6hkn,"39,00",TRUE,usd,cus_RIHk0rqMRBMARA,2025-01-12 19:39,,"0,00",FALSE,TRUE,2025-01-12 20:40,,,2025-01-12 20:40,2025-01-12 19:39,2025-02-12 19:39,2024-12-12 19:39,2025-01-12 19:39,"0,00",sub_1QVIEHAFeGZf0UoO8TCTAXn5,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QgWp2AFeGZf0UoOZE73qQUH,"79,00",TRUE,usd,cus_QPNUjSsQVbcN5O,2025-01-12 19:27,,"0,00",FALSE,TRUE,2025-01-12 20:28,,,2025-01-12 20:28,2025-01-12 19:27,2025-02-12 19:27,2024-12-12 19:27,2025-01-12 19:27,"0,00",sub_1Pbp7VAFeGZf0UoOq2gSNHr4,"79,00","0,00",,,,"79,00","79,00",paid,,
in_1QgWmgAFeGZf0UoOktk3uPsr,"79,00",TRUE,usd,cus_QCE18rlQJgsNMj,2025-01-12 19:25,,"0,00",FALSE,TRUE,2025-01-12 20:26,,,2025-01-12 20:26,2025-01-12 19:24,2025-02-12 19:24,2024-12-12 19:24,2025-01-12 19:24,"0,00",sub_1PQwmYAFeGZf0UoO9EyCYIUf,"79,00","0,00",,,,"79,00","79,00",paid,,
in_1QgWZoAFeGZf0UoOG6leBQl2,"0,00",TRUE,usd,cus_OsvZaX5rnZPvyU,2025-01-12 19:12,,"-17,23",FALSE,TRUE,2025-01-12 20:12,,,2025-01-12 20:12,2025-01-12 19:11,2025-02-12 19:11,2024-12-12 19:11,2025-01-12 19:11,"-17,23",sub_1OBj4HAFeGZf0UoOvShnnsIR,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1QgWZ9AFeGZf0UoOeMLw0B66,"117,00",TRUE,usd,cus_QCEyxsT3Ly9DBP,2025-01-12 19:11,,"0,00",FALSE,TRUE,2025-01-12 20:12,,,2025-01-12 20:12,2025-01-12 19:10,2025-02-12 19:10,2024-12-12 19:10,2025-01-12 19:10,"0,00",sub_1PQwZFAFeGZf0UoOzL5dREpW,"117,00","0,00",,,,"117,00","117,00",paid,,
in_1QgWN1AFeGZf0UoOqrbMtGXN,"79,00",TRUE,usd,cus_Qpw7s64XMoJFi2,2025-01-12 18:58,,"0,00",FALSE,TRUE,2025-01-12 19:59,,,2025-01-12 19:59,2025-01-12 18:58,2025-02-12 18:58,2024-12-12 18:58,2025-01-12 18:58,"0,00",sub_1PyIDhAFeGZf0UoOD4FroG7R,"79,00","0,00",,,,"79,00","79,00",paid,,
in_1QgVvEAFeGZf0UoOXtKEyGQb,"78,00",TRUE,eur,cus_PQyYFCv2zfgmJZ,2025-01-12 18:30,,"0,00",FALSE,TRUE,2025-01-12 19:30,,,2025-01-12 19:30,2025-01-12 18:29,2025-02-12 18:29,2024-12-12 18:29,2025-01-12 18:29,"0,00",sub_1QKOq8AFeGZf0UoOP4ulqtU2,"78,00","0,00",,,,"78,00","78,00",paid,,
in_1QgVbsAFeGZf0UoOwuG8mBQZ,"0,00",TRUE,usd,cus_Nq6dUx1VrYnhK9,2025-01-12 18:10,,"-37,91",FALSE,TRUE,2025-01-12 19:10,,,2025-01-12 19:10,2025-01-12 18:09,2025-02-12 18:09,2024-12-12 18:09,2025-01-12 18:09,"-37,91",sub_1N70PeAFeGZf0UoOrXpnnAFt,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1QgVS7AFeGZf0UoOtThb8NOI,"39,00",TRUE,usd,cus_PtnOQFfer5we3F,2025-01-12 17:59,,"0,00",FALSE,TRUE,2025-01-12 19:00,,,2025-01-12 19:00,2025-01-12 17:58,2025-02-12 17:58,2024-12-12 17:58,2025-01-12 17:58,"0,00",sub_1P4oNHAFeGZf0UoO6Lxv0inU,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QgVIFAFeGZf0UoOytzOcCqz,"0,00",TRUE,usd,cus_J82RcJkWQYegj3,2025-01-12 17:49,,"-22,30",FALSE,TRUE,2025-01-12 18:50,,,2025-01-12 18:50,2025-01-12 17:49,2025-02-12 17:49,2024-12-12 17:49,2025-01-12 17:49,"-22,30",sub_JI403EZrcrDn6h,"0,00","0,00",,,,"0,00","0,00",paid,,
